HiRISKDB_ID,Name,Type,Category,Latitude,Longitude,min Elevation,Elevation,max Elevation,Country,Data owner/Data manager,Manager email,Data Access Quality,Data Access (URL),Data Publication,Activity,Physical Variables,Socioeconomic dimensions,Hazard data,Start Date,End Date,Temporal frequency (highest)
IN007060300,KOKSAR,Single,Climate,32.42,77.23,,3204,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1970,daily
IN007060400,KYELONG,Single,Climate,32.58,77.07,,3166,,India,GHCNd,,EXT_NET,"https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily, https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global",,Defunct,"T, P",NA,NA,1903,2020,daily
IN007060500,KOTHI,Single,Climate,32.32,77.2,,2438,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1970,daily
IN007070400,RAMPUR,Single,Climate,31.43,77.63,,1067,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1903,1970,daily
IN007070500,ROHRU,Single,Climate,31.22,77.75,,1773,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007070600,CHOPAL(CHAUPAHAL),Single,Climate,30.93,77.62,,1469,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007070601,KUMARSAIN,Single,Climate,31.32,77.45,,1700,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007070700,KASUMPTI,Single,Climate,31,77.17,,1700,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1953,1969,daily
IN007070701,SOLAN,Single,Climate,30.9,77.12,,1459,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007070702,ARKI,Single,Climate,31.15,76.95,,1130,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007070800,KOTKHAI,Single,Climate,31.12,77.53,,1560,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1969,daily
IN007070900,BASHLA,Single,Climate,31.17,77.67,,2250,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007071000,KHADRALA,Single,Climate,31.27,77.58,,2957,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007071200,KOTARH,Single,Climate,31.3,77.48,,2000,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1965,daily
IN007071300,JUNGA,Single,Climate,31.03,77.2,,1227,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007071700,THEOG,Single,Climate,31.13,77.37,,1893,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1958,1969,daily
IN007071800,SUNI(SEONI),Single,Climate,31.25,77.12,,668,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007071900,PHANCHA,Single,Climate,31.62,77.75,,2271,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007072000,SHILLARU,Single,Climate,31.2,77.45,,2450,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1953,1969,daily
IN007072700,JUBBAL,Single,Climate,31.1,77.67,,2000,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1953,1969,daily
IN007080800,MANDI,Single,Climate,31.72,76.93,,762,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1950,1969,daily
IN007080900,JOGINDARNAGAR,Single,Climate,31.92,76.75,,1221,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007081000,SARKAHAT,Single,Climate,31.7,76.73,,914,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007081100,SUNDARNAGAR,Single,Climate,31.53,76.88,,1193,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007081401,CHACHIOT(CHICHOT),Single,Climate,31.55,77.02,,1504,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1964,daily
IN007081500,KARSOG,Single,Climate,31.38,77.2,,1420,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007081700,BHANGROTU,Single,Climate,31.62,76.93,,762,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1952,1969,daily
IN007082100,JHUNGI,Single,Climate,31.42,77.07,,1785,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1952,1969,daily
IN007082200,JANJEHLI,Single,Climate,31.52,77.22,,2286,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1955,1969,daily
IN007082300,KATAULA,Single,Climate,31.8,77.07,,1762,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1955,1969,daily
IN007082400,PANJAIN,Single,Climate,31.7,77.18,,974,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1955,1969,daily
IN007100500,KASAULI,Single,Climate,30.88,76.97,,1783,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1954,1969,daily
IN007101000,DHARMPUR,Single,Climate,30.9,77.017,,1986,,India,GHCNd,,EXT_NET,"https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily, https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global",,Defunct,"T, P",NA,NA,1951,2002,daily
IN007101600,SHIMLA,Single,Climate,31.1,77.167,,2202,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P",NA,NA,1901,2024,daily
IN007101601,KANDAGHAT,Single,Climate,30.97,77.12,,1339,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1954,1969,daily
IN007101602,NALAGARH,Single,Climate,31.05,76.72,,616,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1954,1969,daily
IN007110800,NAHAN,Single,Climate,30.55,77.3,,932,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007110900,PACHHAD,Single,Climate,30.72,77.2,,1685,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007111800,PAONTA,Single,Climate,30.47,77.62,,399,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN007111900,RENUKA(RAINKA),Single,Climate,30.67,77.5,,690,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1951,1969,daily
IN008010200,SRINAGAR,Single,Climate,34.083,74.833,,1587,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",NA,NA,1973,2024,daily
IN008010201,SONAMARG,Single,Climate,34.317,75.317,,2515,,India,GHCNd,,EXT_NET,"https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily, https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global",,Defunct,P,NA,NA,1901,2021,daily
IN008010300,GUND,Single,Climate,34.25,75.08,,2052,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1956,1970,daily
IN008010301,ANANTNAG,Single,Climate,33.72,75.15,,1588,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1970,daily
IN008010500,KULGAM,Single,Climate,33.63,75.02,,1615,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1902,1970,daily
IN008010501,PAHALGAM,Single,Climate,34.03,75.33,,1707,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1960,1970,daily
IN008010600,DURROO,Single,Climate,33.57,75.23,,1790,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1924,1964,daily
IN008010700,VANTIPURA,Single,Climate,33.88,74.9,,1600,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1970,daily
IN008010800,BABAPURA,Single,Climate,33.78,75.02,,1589,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1952,1970,daily
IN008010801,TRAL,Single,Climate,33.93,75.12,,1615,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1960,1970,daily
IN008010900,SHOPIAN,Single,Climate,33.72,74.83,,1615,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1960,1970,daily
IN008011100,CHARI SHARIF,Single,Climate,33.87,74.77,,1616,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1960,1970,daily
IN008011200,MALASHAHIBAG,Single,Climate,34.22,74.78,,1583,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1924,1970,daily
IN008011201,KOKERNAGH,Single,Climate,33.92,75.28,,1676,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1960,1970,daily
IN008011300,VERINAGH,Single,Climate,33.53,75.25,,1646,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1965,1970,daily
IN008011400,QAZI GUND,Single,Climate,33.58,75.08,,1690,,India,GHCNd,,EXT_NET,"https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily, https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global",,Unknown,"T, P",NA,NA,1962,2022,daily
IN008011800,PRANG,Single,Climate,34.28,74.87,,1588,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1960,1970,daily
IN008020300,BARAMULLA,Single,Climate,34.2,74.37,,1572,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1902,1970,daily
IN008020600,BADGAM,Single,Climate,33.83,74.58,,1587,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1970,daily
IN008020700,LANGET,Single,Climate,34.37,74.3,,1588,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1916,1970,daily
IN008020800,GUREZ,Single,Climate,34.63,74.85,,2417,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1933,1958,daily
IN008020900,SOPORE,Single,Climate,34.3,74.47,,1574,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1930,1970,daily
IN008021100,UTTAMACHIPURA,Single,Climate,34.5,74.67,,3145,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1956,daily
IN008021200,ARIZAL,Single,Climate,33.92,74.6,,1615,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1961,1970,daily
IN008021300,HANDWARA,Single,Climate,34.4,74.28,,1585,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1958,1970,daily
IN008021400,BANDIPORA,Single,Climate,34.42,74.63,,1638,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1961,1970,daily
IN008021500,KUKERNAG,Single,Climate,33.6,75.3,,1865,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1961,1970,daily
IN008021600,BATOTE,Single,Climate,33.12,75.32,,1751,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1961,1970,daily
IN008030100,RAMBAN,Single,Climate,33.25,75.25,,945,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1969,daily
IN008030101,KISTWAR,Single,Climate,33.3,75.75,,1215,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1962,daily
IN008030400,BADARWAH,Single,Climate,32.98,75.72,,1643,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1911,1968,daily
IN008042400,KAWPOTA,Single,Climate,32.83,75.05,,457,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1959,1969,daily
IN008060101,KARGIL,Single,Climate,34.57,76.13,,2679,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1908,1966,daily
IN008060102,DRAS,Single,Climate,34.433,75.767,,3066,,India,GHCNd,,EXT_NET,"https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily, https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global",,Defunct,"T, P",NA,NA,1901,2007,daily
IN008060200,MULBECK,Single,Climate,34.33,76.33,,3925,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1956,1969,daily
IN008060300,KHALATSE,Single,Climate,34.25,76.83,,3205,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1956,1970,daily
IN008060400,PENDRAS,Single,Climate,34.42,75.58,,4880,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1956,1970,daily
IN008060401,DIGAR,Single,Climate,34.25,77.75,,4771,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1956,1964,daily
IN008060402,KHANGRAL,Single,Climate,34.33,76.5,,3887,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1956,1970,daily
IN008070100,POONCH,Single,Climate,33.78,74.12,,1067,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1962,daily
IN008070200,RAJPURI(RAMPUR),Single,Climate,33.38,74.3,,924,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1962,daily
IN008070500,NOWSHERA,Single,Climate,33.15,74.23,,599,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1913,1969,daily
IN008090300,GULABARH,Single,Climate,33.43,74.93,,2137,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1903,1947,daily
IN008090301,RAMANAGAR,Single,Climate,32.8,75.32,,792,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1969,daily
IN008090400,REASI,Single,Climate,33.08,74.83,,585,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1969,daily
IN008090600,UDHAPUR,Single,Climate,32.92,75.13,,773,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1969,daily
IN008090700,CHENANI,Single,Climate,33.03,75.28,,1122,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1938,1969,daily
IN008090900,BANIHAL,Single,Climate,33.5,75.17,,1630,,India,GHCNd,,EXT_NET,"https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily, https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global",,Unknown,"T, P",NA,NA,1961,2022,daily
IN008119900,URI,Single,Climate,34.05,74.03,,1628,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1947,daily
IN008119902,KARNAH,Single,Climate,34.67,74.08,,2799,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,NA,NA,1901,1947,daily
IN018052000,HOSHIARPUR,Single,Climate,31.87,75.95,,320,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1978,1984,daily
IN018052100,TANDA,Single,Climate,31.6,76.7,,770,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1912,1965,daily
IN018109900,KASSULI,Single,Climate,30.88,76.97,,1559,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1950,daily
IN018109901,BARAULI,Single,Climate,30.92,77,,1441,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1950,daily
IN018120400,RUPAR,Single,Climate,30.97,76.52,,274,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1969,daily
IN023040300,CHAMPAWAT,Single,Climate,29.33,80.08,,1638,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1954,1961,daily
IN023040900,ALMORA,Single,Climate,29.6,79.67,,1585,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1968,daily
IN023041000,RANIKHET,Single,Climate,29.63,79.43,,1951,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1968,daily
IN023041100,KAUSANI,Single,Climate,29.75,79.75,,1981,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1951,1964,daily
IN023150200,OKHIMATH,Single,Climate,30.5,79.25,,1861,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1968,daily
IN023150300,JOSHIMATH,Single,Climate,30.55,79.58,,792,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,"T, P",,,1901,1968,daily
IN023150400,KARNAPRAYAG,Single,Climate,30.27,79.25,,396,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1968,daily
IN023150600,LOKAPA,Single,Climate,30.73,79.63,,3733,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1951,1969,daily
IN023150700,TAPOBAN,Single,Climate,30.5,79.6,,2671,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1951,1958,daily
IN023150900,JOSHIMATH,Single,Climate,30.55,79.567,,1875,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,"T, P",,,1958,2002,daily
IN023160101,CHAKRATA KALSI,Single,Climate,30.7,77.87,,1905,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1967,daily
IN023160200,RAJPUR,Single,Climate,30.4,78.08,,975,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1968,daily
IN023160900,DEHRADUN,Single,Climate,30.317,78.033,,682,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Active,"T, P, SD",,,1957,2024,daily
IN023161000,BHOGPUR,Single,Climate,30.33,78.25,,735,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1967,daily
IN023161100,RAIPUR,Single,Climate,30.3,78.08,,654,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1967,daily
IN023161300,AMBARI,Single,Climate,30.5,77.82,,489,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1967,daily
IN023162200,MUSSOORIE,Single,Climate,30.45,78.083,,2042,,India,GHCNd,,EXT_NET,"https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily, https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global",,Defunct,"T, P",,,1901,2020,daily
IN023230400,PAURI,Single,Climate,30.15,78.78,,1646,,India,GHCNd,,EXT_NET,"https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily, https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global",,Defunct,"T, P",,,1901,2019,daily
IN023230500,SRINAGAR,Single,Climate,30.2,78.77,,564,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1968,daily
IN023230501,BIRONKHOL,Single,Climate,30.25,79.25,,1707,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1968,daily
IN023230800,KOTDWARA,Single,Climate,29.75,78.53,,1387,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1968,daily
IN023230900,LANDSDOWN,Single,Climate,29.83,78.68,,1692,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1968,daily
IN023420200,NAINITAL,Single,Climate,29.4,79.467,,1953,,India,GHCNd,,EXT_NET,"https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily, https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global",,Defunct,"T, P",,,1953,1979,daily
IN023420600,RAMNAGAR,Single,Climate,29.4,79.12,,482,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1968,daily
IN023420701,KATHGODAM,Single,Climate,29.28,79.53,,518,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1967,daily
IN023420800,MUKTESHWAR KUMAON,Single,Climate,29.467,79.65,,2311,,India,GHCNd,,EXT_NET,"https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily, https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global",,Active,"T, P, SD",,,1944,2024,daily
IN023421200,NAINITAL,Single,Climate,29.38,79.45,,2020,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1901,1968,daily
IN023440100,MUNSIYARI,Single,Climate,30.1,80.25,,2202,,India,GHCNd,,EXT_NET,"https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily, https://data.cnra.ca.gov/dataset/integrated-surface-dataset-global",,Defunct,T. P,,,1963,2021,daily
IN023440300,GARBYANG,Single,Climate,30.13,80.12,,2977,,India,GHCNd,,EXT_NET,https://www.ncei.noaa.gov/products/land-based-station/global-historical-climatology-network-daily,,Defunct,P,,,1959,1970,daily
